"Alley","Lot.Shape","Land.Contour","Utilities","Neighborhood","MS.SubClass","Lot.Area","Overall.Qual","Overall.Cond","Year.Built","Year.Remod.Add","Mas.Vnr.Area","BsmtFin.SF.1","BsmtFin.SF.2","Bsmt.Unf.SF","X1st.Flr.SF","X2nd.Flr.SF","Low.Qual.Fin.SF","Bsmt.Full.Bath","Bsmt.Half.Bath","Full.Bath","Half.Bath","Bedroom.AbvGr","Kitchen.AbvGr","TotRms.AbvGrd","SalePrice"
"UNKNOWN","Reg","Lvl","AllPub","NPkVill",120,4043,6,5,1975,1975,0,727,156,186,1069,0,0,0,1,2,0,2,1,4,1463
"UNKNOWN","IR1","Lvl","AllPub","NridgHt",120,7390,9,5,2008,2009,308,800,0,1084,1884,0,0,1,0,2,0,2,1,6,3200
"UNKNOWN","IR1","Lvl","AllPub","Gilbert",60,8918,6,5,2005,2006,0,0,0,745,745,745,0,0,0,2,1,3,1,7,1678
"UNKNOWN","Reg","Lvl","AllPub","Edwards",20,9937,5,6,1965,1965,0,830,290,136,1256,0,0,1,0,1,1,3,1,6,1475
"UNKNOWN","Reg","Lvl","AllPub","BrkSide",30,6120,2,3,1936,1950,0,0,0,264,800,0,0,0,0,1,0,1,1,4,600
"UNKNOWN","Reg","Lvl","AllPub","NAmes",20,8973,5,7,1958,1991,85,567,28,413,1053,0,0,0,1,1,1,3,1,6,1500
"UNKNOWN","IR1","Low","AllPub","NAmes",20,39384,6,6,1957,1957,902,1110,0,595,1390,0,0,1,0,1,1,1,1,4,2520
"UNKNOWN","Reg","Lvl","AllPub","IDOTRR",70,6402,5,5,1920,1950,0,0,0,596,596,596,0,0,0,1,0,3,1,6,780
"UNKNOWN","Reg","Lvl","AllPub","ClearCr",50,17120,4,4,1959,1959,0,0,0,0,1120,468,0,0,0,2,0,4,1,7,1344
"UNKNOWN","Reg","Lvl","AllPub","NAmes",50,9600,6,5,1950,1950,0,280,0,752,1032,220,0,0,0,1,0,3,1,6,1190
"UNKNOWN","Reg","Lvl","AllPub","Sawyer",20,17920,5,4,1955,1974,0,306,1085,372,1779,0,0,1,0,1,1,3,1,6,1700
"UNKNOWN","Reg","Lvl","AllPub","NAmes",20,8400,5,5,1957,1957,0,623,0,556,1364,0,0,0,0,1,1,3,1,6,1320
"UNKNOWN","Reg","Lvl","AllPub","NAmes",20,7936,6,6,1963,1963,0,826,0,219,1045,0,0,1,0,1,0,3,1,6,1270
"UNKNOWN","IR1","Lvl","AllPub","Edwards",60,11060,7,5,2003,2005,0,0,0,1150,1164,1150,0,0,0,2,1,3,1,9,2290
"UNKNOWN","IR1","HLS","AllPub","Timber",60,13159,7,5,2009,2009,0,0,0,846,846,846,0,0,0,2,1,3,1,6,2245
"UNKNOWN","IR1","Low","AllPub","CollgCr",80,10970,6,6,1978,1978,0,505,435,0,1026,0,0,1,0,1,0,3,1,5,1470
"Grvl","Reg","Lvl","AllPub","IDOTRR",50,10320,5,6,1915,1978,0,0,0,880,880,428,0,0,0,2,0,2,1,6,1200
"UNKNOWN","Reg","Lvl","AllPub","Blmngtn",120,3196,8,5,2003,2003,40,0,0,1273,1456,0,0,0,0,2,0,2,1,7,2150
"UNKNOWN","Reg","Lvl","AllPub","CollgCr",20,8125,7,5,2002,2002,295,986,0,668,1654,0,0,1,0,2,0,3,1,6,2300
"UNKNOWN","Reg","Lvl","AllPub","Mitchel",20,11070,5,5,1991,1991,0,55,0,1527,1595,0,0,1,0,2,0,2,1,5,1520
"UNKNOWN","IR1","Lvl","AllPub","Crawfor",190,6221,5,5,1941,1950,0,533,0,195,760,595,0,0,0,2,0,3,1,5,1400
"UNKNOWN","Reg","Lvl","AllPub","Veenker",80,9600,6,7,1976,1994,360,0,0,528,1094,761,0,0,0,2,1,3,1,7,1870
"UNKNOWN","Reg","Lvl","AllPub","IDOTRR",30,4800,4,7,1916,1990,0,197,0,999,1196,0,0,1,0,1,0,2,1,5,1099
"UNKNOWN","Reg","Bnk","AllPub","Crawfor",20,12984,5,6,1977,1977,459,1283,147,0,1647,0,0,1,0,2,0,3,1,7,2175
"UNKNOWN","Reg","Lvl","AllPub","NAmes",60,7590,5,5,1962,1962,288,540,0,324,876,936,0,0,0,2,0,4,1,8,1695
"UNKNOWN","Reg","Lvl","AllPub","SawyerW",60,11218,6,5,1992,1992,0,0,0,1055,1055,790,0,0,0,2,1,3,1,8,1890
"UNKNOWN","Reg","Lvl","AllPub","CollgCr",120,4435,6,5,2003,2003,170,717,0,131,848,0,0,1,0,1,0,1,1,4,1330
"UNKNOWN","IR2","HLS","AllPub","NAmes",20,27650,7,7,1960,2007,0,425,0,160,2069,0,0,1,0,2,0,4,1,9,2420
"UNKNOWN","IR1","Lvl","AllPub","SawyerW",60,8304,6,5,1997,1998,0,0,0,941,941,896,0,0,0,2,1,3,1,7,1870
"UNKNOWN","IR1","Lvl","AllPub","Timber",20,12890,6,5,1989,1989,128,0,0,1495,1495,0,0,0,0,2,0,3,1,8,1500
"UNKNOWN","IR1","Lvl","AllPub","Edwards",90,10547,5,5,1978,1978,0,1152,0,0,1152,0,0,2,0,2,0,2,2,6,1599
"UNKNOWN","Reg","Lvl","AllPub","Edwards",20,10682,4,6,1960,1971,0,399,0,615,1149,0,0,1,0,1,0,3,1,7,1270
"UNKNOWN","IR1","Lvl","AllPub","NAmes",20,11000,5,6,1966,1966,200,740,230,184,1154,0,0,0,0,1,1,3,1,6,1540
"UNKNOWN","Reg","Lvl","AllPub","Somerst",20,9612,8,5,2008,2009,72,0,0,1468,1468,0,0,0,0,2,0,3,1,6,2446
"UNKNOWN","Reg","Lvl","AllPub","Somerst",160,2998,6,5,2000,2000,513,353,0,403,768,756,0,0,0,2,1,2,1,4,1660
"UNKNOWN","Reg","Lvl","AllPub","NAmes",20,9000,4,7,1971,2006,0,240,0,624,864,0,0,0,0,1,0,3,1,5,1300
"UNKNOWN","IR1","Lvl","AllPub","StoneBr",20,17423,9,5,2008,2009,748,1904,0,312,2234,0,0,1,0,2,0,1,1,9,5018
"Pave","IR1","Lvl","AllPub","OldTown",70,11700,7,7,1880,2003,0,0,0,1240,1320,1320,0,0,0,1,1,4,1,8,2659
"UNKNOWN","IR1","Low","AllPub","Edwards",30,10020,1,1,1922,1950,0,350,0,333,904,0,0,1,0,0,1,1,1,4,610
"UNKNOWN","IR1","Lvl","AllPub","Sawyer",85,7252,5,5,1982,1982,0,685,0,173,858,0,0,1,0,1,0,2,1,5,1349
"UNKNOWN","IR1","Lvl","AllPub","NridgHt",20,11146,8,5,2006,2006,250,0,0,1709,1717,0,0,0,0,2,0,3,1,7,2555
"UNKNOWN","Reg","Lvl","AllPub","Gilbert",60,14067,6,5,1991,1991,194,504,0,332,851,858,0,1,0,2,1,3,1,7,1850
"UNKNOWN","Reg","Lvl","AllPub","NAmes",20,9000,4,6,1971,1971,0,616,0,248,864,0,0,0,0,1,0,3,1,5,1205
"UNKNOWN","Reg","Lvl","AllPub","NWAmes",60,8400,8,6,2001,2001,0,643,0,167,810,855,0,1,0,2,1,3,1,6,2270
"UNKNOWN","IR1","Lvl","AllPub","NWAmes",60,14803,6,5,1971,1971,252,416,0,409,1097,896,0,0,0,2,1,4,1,8,1900
"UNKNOWN","Reg","Lvl","AllPub","NWAmes",85,10625,7,6,1974,1974,81,885,168,0,1173,0,0,1,0,2,0,3,1,6,1700
"Grvl","Reg","Lvl","AllPub","IDOTRR",190,10320,3,3,1915,1950,0,0,0,536,808,536,0,0,0,2,0,3,2,8,823
"UNKNOWN","Reg","Lvl","AllPub","BrDale",160,1680,6,5,1971,1971,504,156,0,327,483,504,0,0,0,1,1,2,1,5,960
"UNKNOWN","Reg","Lvl","AllPub","Edwards",50,11100,5,6,1951,1994,0,1080,0,0,1080,400,0,1,0,1,0,4,1,7,1365
"UNKNOWN","IR1","HLS","AllPub","NridgHt",20,11846,9,5,2003,2004,562,1567,0,225,1792,0,0,1,0,2,0,2,1,6,3740
"UNKNOWN","IR1","Lvl","AllPub","Edwards",90,9400,6,5,1975,1975,250,945,0,0,980,0,0,0,2,2,0,4,0,4,1275
"UNKNOWN","Reg","Lvl","AllPub","Edwards",85,12102,5,5,1976,1976,222,456,0,0,1033,0,0,0,1,1,0,3,1,6,1650
"UNKNOWN","IR1","Lvl","AllPub","NWAmes",20,10738,6,7,1966,1966,0,792,0,301,1093,0,0,1,0,2,0,3,1,6,1585
"UNKNOWN","IR1","Lvl","AllPub","NWAmes",80,10395,6,6,1978,1978,233,605,0,427,1032,0,0,0,1,2,0,3,1,6,1480
"UNKNOWN","IR1","Lvl","AllPub","NAmes",85,11380,6,8,1966,2008,216,944,0,136,1128,0,0,1,0,1,0,2,1,5,1780
"UNKNOWN","IR1","Lvl","AllPub","CollgCr",20,10264,7,5,1999,1999,183,1162,0,426,1588,0,0,0,0,2,0,3,1,6,2140
"UNKNOWN","IR1","Low","AllPub","Veenker",20,50271,9,5,1981,1987,0,1810,0,32,1842,0,0,2,0,0,1,0,1,5,3850
"UNKNOWN","Reg","Lvl","AllPub","BrkSide",20,5000,3,3,1946,1950,0,299,0,367,666,0,0,0,1,1,0,2,1,4,645
"UNKNOWN","IR1","Lvl","AllPub","Gilbert",20,12216,6,5,2005,2005,0,918,0,408,1326,0,0,1,0,2,0,3,1,6,2030
"UNKNOWN","IR1","Lvl","AllPub","Somerst",20,12274,7,5,2008,2008,256,0,0,1417,1428,0,0,0,0,2,0,3,1,6,2276
"UNKNOWN","Reg","Lvl","AllPub","IDOTRR",190,6780,6,8,1935,1982,0,490,0,30,520,0,234,1,0,1,0,2,1,5,845
"UNKNOWN","Reg","Lvl","AllPub","Edwards",90,6845,4,5,1955,1955,58,0,0,0,1152,0,0,0,0,2,0,2,2,6,825
"UNKNOWN","Reg","Lvl","AllPub","NAmes",20,10004,6,6,1964,1964,180,196,345,975,1516,0,0,0,0,1,1,3,1,6,1670
"UNKNOWN","Reg","Bnk","AllPub","Edwards",20,7800,5,8,1948,2002,0,603,0,293,1112,896,0,1,0,3,0,3,1,8,2250
"UNKNOWN","Reg","Lvl","AllPub","NridgHt",120,3901,6,5,2005,2006,182,866,0,436,1302,0,0,1,0,1,1,1,1,5,2040
"UNKNOWN","Reg","Lvl","AllPub","Somerst",20,10130,8,5,2007,2007,260,1294,0,408,1702,0,0,1,0,2,0,3,1,7,2755
"UNKNOWN","Reg","Lvl","AllPub","Timber",60,11316,7,5,2002,2003,44,624,0,193,824,1070,0,1,0,2,1,4,1,8,2149
"UNKNOWN","IR1","Lvl","AllPub","NAmes",80,14112,5,7,1964,1964,86,1014,0,138,1152,0,0,1,0,1,0,3,1,6,1805
"UNKNOWN","Reg","Lvl","AllPub","CollgCr",20,8769,7,5,2005,2005,0,709,0,460,1190,0,0,1,0,2,0,2,1,5,1735
"UNKNOWN","Reg","Lvl","AllPub","NAmes",50,12144,4,6,1950,1950,0,455,0,455,910,611,0,0,0,1,1,3,1,6,1475
"UNKNOWN","Reg","Lvl","AllPub","NAmes",75,25419,8,4,1918,1990,0,1036,184,140,1360,1360,392,1,1,2,0,4,1,8,2350
"UNKNOWN","Reg","Lvl","AllPub","NPkVill",120,2304,7,7,1978,1978,0,632,6,423,1055,0,0,0,0,2,0,2,1,4,1425
"UNKNOWN","IR1","Lvl","AllPub","Mitchel",80,9947,7,5,1990,1991,0,611,0,577,1217,0,0,1,0,2,0,3,1,6,1730
"UNKNOWN","Reg","Lvl","AllPub","Mitchel",20,10447,5,6,1984,1984,0,516,0,348,887,0,0,0,1,1,0,3,1,5,1245
"UNKNOWN","Reg","Lvl","AllPub","Edwards",60,7162,7,5,2003,2004,190,0,0,796,806,918,0,0,0,2,1,3,1,8,1965
"UNKNOWN","Reg","Lvl","AllPub","NridgHt",60,8899,8,5,2007,2007,108,40,0,908,948,1140,0,0,0,2,1,4,1,10,2500
"UNKNOWN","IR1","Lvl","AllPub","NWAmes",60,12388,7,7,1980,1991,229,602,0,441,1539,1134,0,0,0,2,1,4,1,9,2490
"UNKNOWN","IR1","Lvl","AllPub","NoRidge",60,11929,8,7,1995,1995,466,0,0,1242,1251,1250,0,0,0,2,1,4,1,9,2900
"UNKNOWN","Reg","Lvl","AllPub","Gilbert",20,10176,7,5,1990,1990,0,637,0,663,1341,0,0,1,0,1,1,2,1,5,1715
"Grvl","Reg","Lvl","AllPub","OldTown",50,10134,5,5,1910,1950,0,0,0,801,801,646,0,0,0,1,0,3,1,6,1030
"UNKNOWN","IR1","Lvl","AllPub","Sawyer",20,13673,5,5,1962,1962,0,0,0,1140,1696,0,0,0,0,1,1,3,1,8,1439
"UNKNOWN","Reg","Lvl","AllPub","Sawyer",20,9600,4,7,1950,1995,0,442,0,625,1067,0,0,0,0,2,0,2,1,4,1280
"UNKNOWN","Reg","Lvl","AllPub","Sawyer",190,8450,5,5,1968,1968,0,890,0,0,890,0,0,1,0,1,0,3,1,5,1150
"UNKNOWN","Reg","Lvl","AllPub","NAmes",80,9020,6,7,1966,1966,183,312,539,276,1165,0,0,1,0,1,1,3,1,6,1749
"UNKNOWN","Reg","Lvl","AllPub","Sawyer",20,9488,5,6,1947,1993,0,0,0,1046,1054,0,0,0,0,1,0,3,1,6,1240
"UNKNOWN","IR1","Lvl","AllPub","SawyerW",60,10380,7,5,1986,1987,172,28,1474,0,1553,1177,0,1,0,2,1,4,1,8,3010
"UNKNOWN","IR1","Lvl","AllPub","CollgCr",60,14006,7,5,2002,2002,144,0,0,936,936,840,0,0,0,2,1,3,1,7,1925
"UNKNOWN","Reg","HLS","AllPub","StoneBr",20,8089,8,6,2007,2007,0,945,0,474,1419,0,0,1,0,2,0,2,1,7,3920
"UNKNOWN","Reg","Lvl","AllPub","Somerst",60,8640,7,5,2009,2009,0,822,0,78,932,920,0,1,0,2,1,3,1,7,2526
"UNKNOWN","Reg","Lvl","AllPub","Sawyer",20,7064,5,6,1977,1977,153,560,0,420,980,0,0,0,0,1,0,3,1,6,1350
"UNKNOWN","Reg","Lvl","AllPub","Edwards",20,11767,5,5,1956,1956,259,546,0,604,1560,0,0,0,0,1,0,2,1,7,1035
"UNKNOWN","IR1","Lvl","AllPub","Somerst",60,8004,8,5,2009,2009,110,544,0,288,832,1103,0,1,0,2,1,3,1,8,2634
"UNKNOWN","IR1","Lvl","AllPub","NAmes",20,7785,5,5,1956,1956,0,0,0,0,1014,0,0,0,0,1,0,2,1,6,980
"UNKNOWN","Reg","Lvl","AllPub","NridgHt",20,15431,10,5,2005,2006,400,1430,0,564,2046,0,0,1,0,2,1,2,1,7,4500
"UNKNOWN","Reg","Lvl","AllPub","CollgCr",20,8760,8,5,2006,2006,132,36,0,1453,1500,0,0,0,0,2,0,3,1,7,2129
"UNKNOWN","Reg","Lvl","AllPub","OldTown",30,8520,5,8,1923,1950,0,0,0,624,792,0,0,0,0,1,0,2,1,5,995
"UNKNOWN","Reg","Lvl","AllPub","Edwards",80,6305,6,6,1975,1975,0,528,0,480,1096,0,0,1,0,1,0,3,1,5,1252
"UNKNOWN","IR1","Lvl","AllPub","NAmes",20,9830,5,7,1959,2006,0,72,258,733,1287,0,0,1,0,1,0,3,1,7,1620
"UNKNOWN","Reg","Lvl","AllPub","Somerst",160,2117,6,5,2000,2000,456,436,0,320,769,756,0,0,0,2,1,3,1,5,1770
"UNKNOWN","Reg","Bnk","AllPub","SawyerW",70,26400,5,7,1880,2007,0,0,0,0,1288,728,0,0,0,1,0,4,1,7,1310
"UNKNOWN","IR1","Lvl","AllPub","StoneBr",120,6264,8,5,1997,1997,0,656,0,1008,1682,0,0,1,0,1,1,1,1,6,2479
"UNKNOWN","Reg","Bnk","AllPub","SawyerW",90,7007,5,5,1979,1979,0,0,0,0,1513,0,0,0,0,2,0,4,2,8,1137
"UNKNOWN","IR1","HLS","AllPub","Timber",20,13214,9,5,2008,2009,0,0,0,2002,2018,0,0,0,0,2,0,3,1,10,3785
"UNKNOWN","Reg","Lvl","AllPub","CollgCr",20,8487,7,5,2004,2004,210,20,0,1480,1500,0,0,0,0,2,0,3,1,6,1900
"UNKNOWN","IR1","Lvl","AllPub","NridgHt",20,12378,9,5,2003,2004,0,1274,0,622,1944,0,0,1,0,2,0,3,1,8,3600
"UNKNOWN","Reg","Bnk","AllPub","SWISU",70,8525,5,6,1911,1950,0,0,0,940,1024,940,0,0,0,1,1,4,1,7,1300
"UNKNOWN","Reg","Lvl","AllPub","NAmes",20,10200,6,5,1974,1974,440,844,0,590,1434,0,0,1,0,2,0,4,1,7,1570
"UNKNOWN","Reg","Lvl","AllPub","Edwards",20,17140,4,6,1956,1956,0,1059,0,75,1229,0,0,0,0,1,0,3,1,6,1350
"UNKNOWN","Reg","Lvl","AllPub","NoRidge",20,12461,8,5,1994,1995,0,1456,0,168,1624,0,0,1,0,2,0,2,1,5,2620
"UNKNOWN","IR1","HLS","AllPub","Gilbert",60,13128,8,5,2005,2005,216,0,0,1074,1074,990,0,0,0,2,1,4,1,7,2500
"UNKNOWN","Reg","Lvl","AllPub","BrDale",160,1680,6,8,1972,2007,510,162,0,321,483,504,0,0,0,1,1,2,1,5,1180
"UNKNOWN","Reg","Lvl","AllPub","NAmes",90,9842,4,5,1962,1962,0,0,0,0,1224,0,0,0,0,2,0,2,2,6,1018
"UNKNOWN","IR1","Bnk","AllPub","Edwards",60,40094,10,5,2007,2008,762,2260,0,878,3138,1538,0,1,0,3,1,3,1,11,1847
"UNKNOWN","IR2","Lvl","AllPub","Crawfor",20,17871,4,5,1995,1996,0,0,0,1680,1680,0,0,0,0,2,0,4,1,7,1700
"UNKNOWN","Reg","Bnk","AllPub","IDOTRR",70,8660,5,6,1900,1993,0,0,0,760,928,928,312,0,0,2,0,5,1,11,1230
"Grvl","Reg","Lvl","AllPub","OldTown",50,3500,5,7,1947,1950,0,312,0,408,720,564,0,0,0,1,1,2,1,5,1100
"UNKNOWN","Reg","Lvl","AllPub","Edwards",20,8562,5,6,1957,2002,145,383,0,833,1526,0,0,0,0,1,0,4,1,7,1445
"UNKNOWN","Reg","Lvl","AllPub","Edwards",70,6629,6,6,1925,1950,0,551,0,121,697,672,0,1,0,2,0,3,1,6,1036
"UNKNOWN","Reg","HLS","AllPub","Crawfor",70,7200,7,6,1931,2000,0,0,0,776,851,651,0,0,0,1,1,3,1,6,1490
"UNKNOWN","IR1","Lvl","AllPub","Gilbert",60,13006,7,5,1997,1997,285,0,0,964,993,1243,0,0,0,2,1,4,1,8,2220
"UNKNOWN","IR1","Lvl","AllPub","NAmes",20,14357,5,5,1961,1961,0,311,167,386,1187,0,0,1,0,1,0,2,1,6,1405
"UNKNOWN","Reg","Lvl","AllPub","NridgHt",60,10625,7,5,2003,2004,292,866,0,132,1006,1040,0,1,0,2,1,3,1,8,2840
"UNKNOWN","IR1","Bnk","AllPub","Edwards",20,39290,10,5,2008,2009,1224,4010,0,1085,5095,0,0,1,1,2,1,2,1,15,1838
"UNKNOWN","Reg","Lvl","AllPub","NPkVill",160,2289,6,6,1978,1978,0,311,0,544,855,586,0,0,0,2,1,3,1,7,1485
"UNKNOWN","Reg","Lvl","AllPub","SawyerW",60,13474,7,5,1990,1991,246,700,0,0,1122,1121,0,1,0,2,1,4,1,8,2250
"UNKNOWN","Reg","Lvl","AllPub","OldTown",45,5500,4,6,1956,1956,0,0,0,882,882,0,0,0,0,1,0,1,1,4,1032
"Pave","IR1","Lvl","AllPub","Somerst",160,3951,10,5,1998,1999,0,128,842,0,1469,924,0,1,0,2,1,2,1,7,3450
"UNKNOWN","Reg","Lvl","AllPub","Sawyer",20,7150,5,6,1962,1962,60,140,590,182,912,0,0,0,1,1,0,3,1,6,1230
"UNKNOWN","Reg","Lvl","AllPub","BrkSide",45,6120,5,7,1939,1950,0,0,0,884,884,0,0,0,0,1,0,2,1,5,1130
"UNKNOWN","IR1","Lvl","AllPub","Crawfor",50,11500,7,7,1936,1987,0,223,0,794,1020,1037,0,0,0,1,1,3,1,6,2500
"UNKNOWN","Reg","Low","AllPub","Veenker",80,9600,8,5,1976,1976,200,0,0,392,1487,1012,0,0,0,2,1,4,1,5,1805
"UNKNOWN","IR1","Lvl","AllPub","Mitchel",80,12328,6,5,1976,1976,335,539,0,473,1034,0,0,1,0,1,0,3,1,6,1699
"UNKNOWN","IR1","Lvl","AllPub","NridgHt",120,6442,8,5,2006,2006,178,24,0,1346,1370,0,0,0,0,2,0,2,1,6,2025
"UNKNOWN","Reg","Lvl","AllPub","Somerst",20,7500,8,5,2006,2007,238,24,0,1348,1448,0,0,0,0,2,0,2,1,6,2385
"UNKNOWN","Reg","Lvl","AllPub","NAmes",90,8512,5,5,1960,1960,0,0,0,1556,1556,0,0,0,0,2,0,4,2,8,1190
"UNKNOWN","Reg","Lvl","AllPub","NAmes",80,9750,5,5,1967,1967,0,400,480,100,980,0,0,0,0,2,0,3,1,6,1355
"UNKNOWN","Reg","Lvl","AllPub","BrkSide",50,6240,5,7,1930,1992,0,0,0,1078,1128,445,0,0,0,2,0,3,1,8,1629
"UNKNOWN","Reg","Lvl","NoSewr","IDOTRR",30,21780,2,4,1910,1950,0,0,0,0,810,0,0,0,0,1,0,1,1,4,576
"UNKNOWN","Reg","Lvl","AllPub","OldTown",30,5400,2,5,1940,1950,0,0,0,416,599,0,0,1,0,1,0,2,1,4,590
"UNKNOWN","IR1","Bnk","AllPub","OldTown",190,10615,3,5,1900,1970,0,440,0,538,1014,685,0,1,0,2,0,3,2,7,950
"UNKNOWN","IR1","Lvl","AllPub","NAmes",20,8700,5,7,1961,1961,53,192,0,728,888,0,0,0,1,1,0,3,1,5,1200
"UNKNOWN","IR1","Lvl","AllPub","Gilbert",60,10000,6,5,1993,1994,0,0,0,763,763,892,0,0,0,2,1,3,1,7,1759
"UNKNOWN","Reg","Lvl","AllPub","NridgHt",20,13472,10,5,2003,2003,922,56,0,2336,2392,0,0,0,0,2,0,3,1,8,3862
"UNKNOWN","IR2","Lvl","AllPub","Gilbert",60,13031,6,5,1995,1996,0,592,0,99,691,807,0,0,0,2,1,3,1,6,1875
"UNKNOWN","Reg","Lvl","AllPub","NAmes",45,9600,5,7,1949,2003,0,220,0,625,893,0,0,0,1,1,0,2,1,4,1350
"UNKNOWN","IR1","Lvl","AllPub","NAmes",60,18450,6,5,1965,1979,113,187,723,111,1465,915,0,0,0,2,1,3,1,7,1290
"UNKNOWN","Reg","Bnk","AllPub","Mitchel",85,9360,6,7,1977,1977,0,841,116,0,1287,0,0,1,0,1,1,2,1,5,1730
"UNKNOWN","IR1","Lvl","AllPub","Gilbert",60,8857,6,5,2006,2006,0,0,0,738,738,757,0,0,0,2,1,3,1,7,1719
"Pave","IR1","Lvl","AllPub","Somerst",120,3316,8,5,2005,2005,0,1039,0,208,1247,0,0,1,0,1,1,1,1,4,1970
"UNKNOWN","IR1","Lvl","AllPub","GrnHill",120,9763,7,5,1998,1998,239,1102,72,328,1502,0,0,1,0,1,1,1,1,5,3300
"UNKNOWN","Reg","Lvl","AllPub","OldTown",75,6000,6,7,1915,2005,0,0,0,728,728,728,0,0,0,1,1,4,1,7,1395
"UNKNOWN","Reg","Lvl","AllPub","MeadowV",160,1526,4,5,1970,1970,0,0,0,546,546,546,0,0,0,1,1,3,1,5,795
"UNKNOWN","Reg","Lvl","AllPub","Gilbert",20,7875,7,5,1995,1996,38,0,0,1237,1253,0,0,0,0,2,0,3,1,6,1760
"UNKNOWN","Reg","Lvl","AllPub","SawyerW",20,13695,6,5,2003,2004,0,814,0,300,1114,0,0,1,0,1,0,3,1,6,1550
"UNKNOWN","IR1","Lvl","AllPub","Gilbert",60,9505,7,5,2001,2001,180,0,0,884,884,1151,0,0,0,2,1,3,1,8,2225
"Pave","IR1","Lvl","AllPub","Somerst",120,3523,8,5,2006,2007,30,60,0,1081,1151,0,0,1,0,2,0,2,1,5,1660
"UNKNOWN","Reg","Lvl","AllPub","NAmes",20,9000,5,5,1954,1954,0,812,0,124,1128,0,0,0,0,1,0,2,1,5,1180
"UNKNOWN","IR1","Lvl","AllPub","NWAmes",60,16659,7,7,1977,1994,34,795,0,0,1468,795,0,1,0,2,1,3,1,9,2350
"Grvl","Reg","Lvl","AllPub","OldTown",70,9600,7,7,1925,1990,0,16,0,712,832,809,0,0,1,1,1,3,1,6,1780
"UNKNOWN","Reg","Lvl","AllPub","OldTown",20,12000,5,7,1948,2005,0,144,608,172,1122,0,0,1,0,1,0,2,1,6,1470
"UNKNOWN","Reg","Lvl","AllPub","ClearCr",20,11075,6,5,1984,1984,136,299,891,0,1522,0,0,0,0,2,0,3,1,7,1820
"UNKNOWN","IR1","Lvl","AllPub","NWAmes",80,8991,7,6,1976,1976,130,624,604,0,1324,0,0,0,1,2,0,3,1,5,1740
"UNKNOWN","Reg","Lvl","AllPub","NAmes",50,8064,6,7,1948,1994,0,120,0,744,1064,0,431,0,0,1,0,3,1,6,1350
"UNKNOWN","Reg","Lvl","AllPub","Mitchel",20,6600,5,9,1982,2008,0,641,0,175,816,0,0,0,1,1,0,3,1,5,1305
"Grvl","Reg","Lvl","AllPub","OldTown",50,10410,4,5,1915,1950,0,0,0,1313,1313,0,1064,0,0,2,0,3,1,8,1429
"UNKNOWN","IR1","Lvl","AllPub","Crawfor",70,22420,6,6,1918,1950,0,1128,0,242,1370,1254,0,1,0,2,1,4,1,10,2390
"UNKNOWN","Reg","Lvl","AllPub","Edwards",20,6400,5,7,1959,2000,0,77,831,52,960,0,0,1,0,1,0,2,1,4,1317
"UNKNOWN","Reg","Lvl","AllPub","Somerst",60,10625,7,5,2005,2005,0,0,0,1026,1026,932,0,0,0,2,1,3,1,9,2500
"UNKNOWN","Reg","Lvl","AllPub","NAmes",60,8800,6,7,1964,1997,306,414,0,431,845,1309,0,0,0,2,1,5,1,8,2245
"UNKNOWN","Reg","Lvl","AllPub","NridgHt",120,5063,7,5,2007,2008,166,904,0,410,1314,0,0,1,0,2,0,2,1,6,2075
"UNKNOWN","Reg","Lvl","AllPub","NAmes",50,10800,4,7,1949,1996,0,0,0,832,832,629,0,0,0,2,0,4,1,6,1335
"UNKNOWN","IR1","Low","AllPub","ClearCr",20,36500,5,5,1964,1964,621,812,0,812,1582,0,0,0,1,2,0,4,1,7,1900
"UNKNOWN","IR1","Lvl","AllPub","Somerst",20,12291,10,5,2007,2007,754,1572,0,394,1966,0,0,1,0,2,0,1,1,6,4190
"UNKNOWN","Reg","Lvl","AllPub","Edwards",20,9937,5,7,1964,1999,0,637,0,849,1486,0,0,1,0,1,0,3,1,7,1670
"UNKNOWN","Reg","Lvl","AllPub","NAmes",50,7200,6,5,1954,1954,0,673,0,181,854,424,0,0,0,1,0,4,1,6,1275
"UNKNOWN","Reg","Lvl","AllPub","NAmes",20,7200,5,7,1955,2007,0,0,0,0,827,0,0,0,0,1,0,2,1,5,1075
"Grvl","Reg","Bnk","AllPub","SWISU",190,5687,5,6,1912,2000,0,210,0,570,936,780,0,1,0,2,0,6,1,9,1359
"UNKNOWN","Reg","Lvl","AllPub","NPkVill",120,4043,6,5,1977,1977,0,360,0,709,1069,0,0,0,0,2,0,2,1,4,1275
"UNKNOWN","IR1","Lvl","AllPub","NoRidge",60,16545,8,5,1998,1998,731,781,0,503,1310,1140,0,1,0,2,1,3,1,7,3400
"UNKNOWN","IR1","Lvl","AllPub","Sawyer",20,13052,5,6,1965,1965,0,712,0,312,1024,0,0,0,0,1,1,3,1,5,1208
"UNKNOWN","IR1","Lvl","AllPub","NAmes",20,16321,5,6,1957,1997,0,1277,0,207,1600,0,0,1,0,1,0,2,1,6,2075
"UNKNOWN","IR1","Lvl","AllPub","CollgCr",60,13450,7,5,2002,2002,0,700,0,216,920,941,0,1,0,2,1,3,1,8,2000
